Index: Init, Total -- indiv
849021: 3060.0, 1350.8045 -- [   67.0245  1283.78  ]
849054: 3060.0, 2496.4 -- [ 1960.45   535.95]
849136: 3060.0, 2568.9 -- [  257.38  2311.52]
849231: 3060.0, 2814.903 -- [ 2482.47    332.433]
849327: 3060.0, 3059.995 -- [ 2919.88    140.115]
849587: 3060.0, 2670.102 -- [ 2530.35    139.752]
849696: 3060.0, 1902.1589999999999 -- [  876.549  1025.61 ]
850158: 3060.0, 3060.002 -- [ 2904.      156.002]
850283: 3060.0, 1690.18398 -- [    9.94398  1680.24   ]
850362: 3060.0, 2947.1049999999996 -- [  112.615  2834.49 ]
850596: 3060.0, 3059.9990000000003 -- [ 2913.82    146.179]
850686: 3060.0, 2533.71 -- [ 2337.21   196.5 ]
850866: 3060.0, 3060.002 -- [ 2932.67    127.332]
851025: 3060.0, 1079.257 -- [ 1019.03     60.227]
851041: 3060.0, 2458.389 -- [  429.599  2028.79 ]
851106: 3060.0, 2332.8900000000003 -- [  206.36  2126.53]
851145: 3060.0, 2823.0969999999998 -- [ 2580.14    242.957]
851209: 3060.0, 631.6083000000001 -- [ 538.296    93.3123]
851353: 3060.0, 3060.002 -- [  119.012  2940.99 ]
851444: 3060.0, 3060.0019999999995 -- [  149.307   149.535  2761.16 ]
851468: 3060.0, 3038.498 -- [  184.878  2853.62 ]
851480: 3060.0, 3060.0 -- [ 2556.63   503.37]
851700: 3060.0, 2651.8 -- [ 1587.21  1064.59]
851777: 3060.0, 2719.7110000000002 -- [  262.181  2457.53 ]
851871: 3060.0, 2323.5618000000004 -- [ 2254.26      69.3018]
851927: 3060.0, 368.885 -- [ 120.723  248.162]
852002: 3060.0, 2743.986 -- [ 2158.93    585.056]
852048: 3060.0, 3060.0 -- [ 2668.26   391.74]
852353: 3060.0, 1544.217 -- [ 755.229  788.988]
852528: 3060.0, 352.66999999999996 -- [ 185.488  167.182]
852625: 3060.0, 1413.413 -- [ 1102.61    310.803]
852734: 3060.0, 3060.004 -- [ 2956.97    103.034]
852858: 3060.0, 1410.17 -- [ 1152.06   258.11]
853144: 3060.0, 1755.7987 -- [   19.5887  1736.21  ]
853156: 3060.0, 2936.436 -- [   55.306  2881.13 ]
853262: 3060.0, 2387.66 -- [  123.37  2264.29]
853333: 3060.0, 2419.361 -- [  198.471  2220.89 ]
853342: 3060.0, 936.6979 -- [ 914.47     22.2279]
853360: 3060.0, 3060.0 -- [ 2727.49   332.51]
853638: 3060.0, 3059.996 -- [ 2396.6     404.068   259.328]
853650: 3060.0, 2931.951 -- [  106.971  2824.98 ]
853719: 3060.0, 1970.6370000000002 -- [  407.197  1563.44 ]
853864: 3060.0, 2586.65 -- [  446.77  2139.88]
854021: 3060.0, 1606.3249999999998 -- [ 848.102  758.223]
854241: 3060.0, 1626.435 -- [ 777.016  849.419]
854365: 3060.0, 2755.2711999999997 -- [ 2727.18      28.0912]
854531: 3060.0, 3060.0029999999997 -- [ 2723.41    336.593]
854547: 3060.0, 3060.002 -- [  201.232  2858.77 ]
854865: 3060.0, 2673.354 -- [  153.904  2519.45 ]
854965: 3060.0, 1241.877 -- [ 871.641  370.236]
855019: 3060.0, 2798.478 -- [ 2554.58    243.898]
855238: 3060.0, 2445.8799999999997 -- [ 2299.97   145.91]
855569: 3060.0, 3059.997 -- [ 2867.43    192.567]
855608: 3060.0, 2681.2464 -- [ 2667.16      14.0864]
855754: 3060.0, 3060.0009999999997 -- [ 2826.12    233.881]
856205: 3060.0, 2387.241 -- [  223.099    18.172  2145.97 ]
856233: 3060.0, 3060.001 -- [ 2734.61    325.391]
856340: 3060.0, 536.493 -- [ 172.037  364.456]
856486: 3060.0, 2316.831 -- [  450.071  1866.76 ]
856573: 3060.0, 3060.0049999999997 -- [ 2419.49    640.515]
856631: 3060.0, 1102.1482 -- [ 191.397    13.6082  897.143 ]
856716: 3060.0, 2920.39 -- [ 2888.65    31.74]
856719: 3060.0, 1465.6282999999999 -- [ 1411.11      54.5183]
856736: 3060.0, 1626.442 -- [  134.772  1491.67 ]
856827: 3060.0, 3060.0040000000004 -- [ 2899.26    160.744]
856890: 3060.0, 2715.2320000000004 -- [  193.972  2521.26 ]
856951: 3060.0, 1640.974 -- [ 1516.48    124.494]
856966: 3060.0, 1757.511 -- [  294.681  1462.83 ]
856971: 3060.0, 2535.535 -- [ 2302.33    233.205]
857000: 3060.0, 3059.998 -- [ 2787.42    272.578]
857125: 3060.0, 2630.988 -- [ 2447.83    183.158]
857462: 3060.0, 3059.9970000000003 -- [  132.887  2927.11 ]
857542: 3060.0, 3060.004 -- [ 2827.29    232.714]
857560: 3060.0, 1684.7150000000001 -- [ 1582.47    102.245]
857606: 3060.0, 3060.001 -- [ 2871.05    188.951]
857652: 3060.0, 1303.127 -- [  109.777  1193.35 ]
857687: 3060.0, 2898.0223 -- [ 2806.82      91.2023]
857903: 3060.0, 3059.9969 -- [ 2963.33      96.6669]
857914: 3060.0, 2679.217 -- [ 2562.03    117.187]
858102: 3060.0, 1823.746 -- [  260.266  1563.48 ]
858118: 3060.0, 990.865 -- [ 210.281  780.584]
858127: 3060.0, 3060.002 -- [ 2092.41    967.592]
858179: 3060.0, 1101.586 -- [ 167.83   933.756]
858653: 3060.0, 2973.942 -- [ 2678.64    295.302]
858772: 3060.0, 3060.0035000000003 -- [ 2960.05      99.9535]
858979: 3060.0, 653.081 -- [ 375.618  277.463]
859162: 3060.0, 2054.2597 -- [ 1996.41      57.8497]
859236: 3060.0, 2807.23 -- [  148.85  2658.38]
859494: 3060.0, 2490.841 -- [  898.791  1592.05 ]
859534: 3060.0, 2334.9207 -- [   94.0907  2240.83  ]
859550: 3060.0, 2783.483 -- [ 2550.26    233.223]
859836: 3060.0, 1526.3189 -- [   55.3089  1471.01  ]
859856: 3060.0, 2128.253 -- [  408.043  1720.21 ]
860033: 3060.0, 2441.78 -- [  165.4   2276.38]
860048: 3060.0, 1044.7492 -- [   33.4592  1011.29  ]
860116: 3060.0, 2226.4021000000002 -- [   37.1021  2189.3   ]
860137: 3060.0, 1673.4679999999998 -- [ 1570.06    103.408]
860244: 3060.0, 2840.3830000000003 -- [ 2639.32    201.063]
860309: 3060.0, 2894.9932 -- [ 2885.94       9.0532]
860314: 3060.0, 2332.5042000000003 -- [   61.101   2194.69      76.7132]
860345: 3060.0, 1965.657 -- [ 1352.31    613.347]
860445: 3060.0, 2572.701 -- [ 2411.59    161.111]
860531: 3060.0, 3059.996 -- [  236.826  2823.17 ]
860547: 3060.0, 2863.44 -- [ 2757.78   105.66]
861074: 3060.0, 2538.292 -- [ 2384.06    154.232]
861119: 3060.0, 2728.1482 -- [ 2684.51      43.6382]
861348: 3060.0, 2804.9428 -- [   39.4928  2765.45  ]
861509: 3060.0, 374.433 -- [ 263.945  110.488]
861609: 3060.0, 3059.998 -- [  373.748  2686.25 ]
861627: 3060.0, 2733.342 -- [ 2570.25    163.092]
862047: 3060.0, 610.1718999999999 -- [  13.2949  596.877 ]
862130: 3060.0, 1670.754 -- [  539.394  1131.36 ]
862141: 3060.0, 1879.016 -- [  293.076  1585.94 ]
862283: 3060.0, 1050.368 -- [ 370.138  680.23 ]
862304: 3060.0, 623.0816 -- [  13.5726  609.509 ]
862564: 3060.0, 3060.001 -- [ 2845.82    214.181]
862624: 3060.0, 2404.8495 -- [   42.0795  2362.77  ]
862650: 3060.0, 2152.361 -- [ 2027.91    124.451]
862940: 3060.0, 3060.002 -- [ 2822.13    237.872]
862969: 3060.0, 2630.7650000000003 -- [  249.755  2381.01 ]
863394: 3060.0, 3060.0020000000004 -- [ 2759.53    300.472]
863510: 3060.0, 2072.723 -- [ 1938.01    134.713]
863616: 3060.0, 2884.423 -- [ 2730.68    153.743]
863796: 3060.0, 1872.012 -- [ 1702.04    169.972]
863973: 3060.0, 2987.3639999999996 -- [ 2765.74    221.624]
863995: 3060.0, 1854.5220000000002 -- [ 1644.67    209.852]
864142: 3060.0, 2308.329 -- [  234.429  2073.9  ]
864239: 3060.0, 1463.949 -- [  268.369  1195.58 ]
864387: 3060.0, 2291.1041 -- [   72.8741  2218.23  ]
864388: 3060.0, 1870.8976 -- [   75.5876  1795.31  ]
864564: 3060.0, 2611.8920000000003 -- [  113.032  2498.86 ]
864577: 3060.0, 2207.771 -- [  147.931  2059.84 ]
864962: 3060.0, 1698.517 -- [ 1465.72    232.797]
865009: 3060.0, 2756.7122 -- [ 2360.53      35.3462   360.836 ]
865117: 3060.0, 1850.6765 -- [   43.9265  1806.75  ]
865558: 3060.0, 2606.965 -- [ 2491.59    115.375]
865594: 3060.0, 2403.3360000000002 -- [ 1758.26    645.076]
865668: 3060.0, 2065.528 -- [ 1777.59    287.938]
866440: 3060.0, 2873.808 -- [  253.448  2620.36 ]
866573: 3060.0, 2892.578 -- [ 2848.63     43.948]
866590: 3060.0, 735.0661 -- [ 723.932    11.1341]
866711: 3060.0, 2218.605 -- [   97.305  2121.3  ]
866908: 3060.0, 1471.0230000000001 -- [  198.073  1272.95 ]
867019: 3060.0, 661.89 -- [ 434.171  227.719]
867106: 3060.0, 276.0742 -- [  53.5482  222.526 ]
867255: 3060.0, 3059.9964999999997 -- [ 2964.97      95.0265]
867270: 3060.0, 1753.6059999999998 -- [  288.256  1465.35 ]
867576: 3060.0, 2694.7338 -- [   22.6738  2672.06  ]
867688: 3060.0, 2140.5208 -- [   12.8008  2127.72  ]
867714: 3060.0, 2790.0739 -- [   90.6139  2699.46  ]
867834: 3060.0, 514.3181999999999 -- [ 480.859    33.4592]
867923: 3060.0, 2891.059 -- [ 2012.41    878.649]
867976: 3060.0, 2543.6620000000003 -- [  225.592  2318.07 ]
868014: 3060.0, 1233.728 -- [ 1088.28    145.448]
868163: 3060.0, 2497.847 -- [ 2373.34    124.507]
868223: 3060.0, 1903.986 -- [  198.096  1705.89 ]
868261: 3060.0, 1506.6142 -- [ 1484.75      21.8642]
868392: 3060.0, 3059.997 -- [  121.877  2938.12 ]
868394: 3060.0, 2185.569 -- [ 1989.09    196.479]
868407: 3060.0, 3060.004 -- [  207.87   1960.33    891.804]
868665: 3060.0, 1267.696 -- [ 1233.05     34.646]
868792: 3060.0, 2477.6333 -- [   12.0703   144.083   2321.48  ]
868916: 3060.0, 2841.9352 -- [ 2795.7       46.2352]
868922: 3060.0, 3059.9970000000003 -- [  272.177  2787.82 ]
868975: 3060.0, 3060.004 -- [  195.394  2864.61 ]
869059: 3060.0, 3025.2541 -- [ 2950.75      74.5041]
869113: 3060.0, 2505.738 -- [  182.428  2323.31 ]
869269: 3060.0, 1733.566 -- [ 1574.3     159.266]
869408: 3060.0, 3060.0009999999997 -- [ 2933.2     126.801]
869497: 3060.0, 1717.693 -- [  295.213  1422.48 ]
869499: 3060.0, 1276.696 -- [ 401.568  875.128]
869909: 3060.0, 3060.0 -- [  181.57  2878.43]
870071: 3060.0, 2686.7437 -- [   39.7537  2646.99  ]
870096: 3060.0, 3060.004 -- [  665.464  2394.54 ]
870113: 3060.0, 2817.886 -- [ 2555.67    262.216]
870385: 3060.0, 3059.9990000000003 -- [ 2758.15    301.849]
870402: 3060.0, 3059.999 -- [ 2884.21    175.789]
870416: 3060.0, 381.092 -- [ 169.369  211.723]
870561: 3060.0, 2942.0135999999998 -- [   40.3536  2901.66  ]
870797: 3060.0, 1661.81 -- [ 697.027  964.783]
870824: 3060.0, 1296.0500000000002 -- [ 558.648  737.402]
870985: 3060.0, 2423.617 -- [  358.067  2065.55 ]
871024: 3060.0, 2881.8273000000004 -- [   61.2773  2820.55  ]
871077: 3060.0, 2809.784 -- [ 2464.86    344.924]
871273: 3060.0, 2830.026 -- [  201.336  2628.69 ]
871373: 3060.0, 2922.185 -- [  139.975  2782.21 ]
871449: 3060.0, 1350.837 -- [ 530.27   820.567]
871463: 3060.0, 1701.8463000000002 -- [   11.6963  1690.15  ]
871679: 3060.0, 2798.569 -- [ 2613.24    185.329]
871723: 3060.0, 2719.102 -- [  118.212  2600.89 ]
871816: 3060.0, 3060.004 -- [ 2828.85    231.154]
872007: 3060.0, 2131.0299999999997 -- [  103.44  2027.59]
872013: 3060.0, 693.902 -- [ 257.218  188.606  248.078]
872018: 3060.0, 1650.5729999999999 -- [ 883.908  766.665]
872052: 3060.0, 1283.966 -- [ 857.937  426.029]
872141: 3060.0, 2352.7140999999997 -- [ 2181.12     137.669     33.9251]
872165: 3060.0, 3059.9979999999996 -- [  155.758  2904.24 ]
872454: 3060.0, 1084.9099999999999 -- [ 364.509  720.401]
872530: 3060.0, 1530.482 -- [ 964.599  565.883]
872549: 3060.0, 373.4795 -- [ 310.104    63.3755]
872888: 3060.0, 2312.974 -- [  153.944  2159.03 ]
873096: 3060.0, 2210.786 -- [  260.526  1950.26 ]
873208: 3060.0, 3060.0 -- [ 2932.82   127.18]
873229: 3060.0, 3060.002 -- [  311.092  2748.91 ]
873354: 3060.0, 2303.5559999999996 -- [ 2053.49    250.066]
873375: 3060.0, 3059.999 -- [  557.559  2502.44 ]
873509: 3060.0, 1807.068 -- [  120.068  1687.   ]
873517: 3060.0, 3060.0029999999997 -- [ 2837.35    222.653]
873627: 3060.0, 1465.826 -- [  194.166  1271.66 ]
873700: 3060.0, 3060.005 -- [ 2889.44    170.565]
873851: 3060.0, 1681.2249 -- [ 1596.99      84.2349]
873872: 3060.0, 2937.5217 -- [   65.0017  2872.52  ]
873879: 3060.0, 3060.003 -- [ 2881.04    178.963]
874080: 3060.0, 993.254 -- [ 476.524  516.73 ]
874082: 3060.0, 2408.3708 -- [   19.9508  2388.42  ]
874101: 3060.0, 3060.0028 -- [   82.7058  2848.62     128.677 ]
874385: 3060.0, 2179.4429999999998 -- [  209.323  1970.12 ]
874466: 3060.0, 1706.736 -- [  126.246  1580.49 ]
874581: 3060.0, 1974.3919999999998 -- [  368.082  1606.31 ]
874666: 3060.0, 2795.0137 -- [ 2748.3       46.7137]
874726: 3060.0, 2780.178 -- [ 2128.31    651.868]
874747: 3060.0, 3026.4390000000003 -- [ 2621.55    404.889]
874765: 3060.0, 1794.974 -- [ 1624.      170.974]
874815: 3060.0, 2833.552 -- [  263.902  2569.65 ]
874877: 3060.0, 3060.004 -- [  288.394  2771.61 ]
874904: 3060.0, 2703.554 -- [ 2450.27    253.284]
874978: 3060.0, 3059.995 -- [ 2891.54    168.455]
875047: 3060.0, 3059.998 -- [  126.668  2933.33 ]
875139: 3060.0, 2821.7560000000003 -- [  140.836  2680.92 ]
875293: 3060.0, 2582.424 -- [  440.824  2141.6  ]
875406: 3060.0, 2772.4105 -- [ 2742.08      30.3305]
875633: 3060.0, 2893.50397 -- [    4.14397  2889.36   ]
875652: 3060.0, 2514.531 -- [ 2321.21    193.321]
875912: 3060.0, 3060.001 -- [  318.621  2741.38 ]
876148: 3060.0, 1635.717 -- [ 1623.16     12.557]
876161: 3060.0, 2287.6027 -- [ 2263.56      24.0427]
876256: 3060.0, 513.687 -- [ 269.86   243.827]
876442: 3060.0, 2827.6978 -- [ 2759.45      68.2478]
876541: 3060.0, 2579.24 -- [ 2440.83   138.41]
876557: 3060.0, 2717.3469999999998 -- [ 2072.97    644.377]
876609: 3060.0, 2544.554 -- [ 2261.07    283.484]
876665: 3060.0, 3059.998 -- [ 2901.39    158.608]
876748: 3060.0, 3060.003 -- [ 2555.29    504.713]
876879: 3060.0, 1441.723 -- [ 689.134  752.589]
877109: 3060.0, 3060.0 -- [ 1854.3  1205.7]
877173: 3060.0, 2943.5532 -- [   18.8632  2924.69  ]
877309: 3060.0, 2431.5927 -- [   35.4627  2396.13  ]
877323: 3060.0, 2528.782 -- [ 2053.64    250.164   224.978]
877383: 3060.0, 2726.6620000000003 -- [ 1888.64    838.022]
877425: 3060.0, 2164.991 -- [ 1622.54    542.451]
877475: 3060.0, 2912.9155 -- [ 2845.41      67.5055]
877512: 3060.0, 2878.046 -- [  213.883  2417.98    246.183]
877893: 3060.0, 3060.004 -- [ 2698.18    361.824]
877975: 3060.0, 3060.0 -- [ 2819.3   240.7]
878106: 3060.0, 3060.0029999999997 -- [  223.653  2836.35 ]
878132: 3060.0, 2108.914 -- [  844.004  1264.91 ]
878249: 3060.0, 1067.857 -- [ 132.374  935.483]
878257: 3060.0, 2604.137 -- [ 2269.59    334.547]
878459: 3060.0, 2785.7110000000002 -- [  223.021  2562.69 ]
878507: 3060.0, 2869.725 -- [   29.815  2839.91 ]
878609: 3060.0, 721.2239999999999 -- [ 568.848  152.376]
878722: 3060.0, 1198.287 -- [ 864.962  333.325]
878765: 3060.0, 2408.5702 -- [ 2365.35      43.2202]
878850: 3060.0, 3059.997 -- [  126.357  2933.64 ]
878890: 3060.0, 2957.6608 -- [ 2917.21      40.4508]
879196: 3060.0, 872.37585 -- [ 110.52       5.20085  756.655  ]
879265: 3060.0, 2125.751 -- [ 2014.7     111.051]
879326: 3060.0, 2792.3598 -- [ 2696.4       95.9598]
879349: 3060.0, 2978.412 -- [  140.942  2837.47 ]
879442: 3060.0, 2069.382 -- [ 1844.67    224.712]
879519: 3060.0, 1029.808 -- [ 184.688  845.12 ]
879773: 3060.0, 2290.23 -- [ 1244.42  1045.81]
879829: 3060.0, 2888.128 -- [ 2782.02    106.108]
879845: 3060.0, 1275.9920000000002 -- [  129.572  1146.42 ]
879856: 3060.0, 1321.828 -- [ 998.648  323.18 ]
879961: 3060.0, 1155.0669 -- [ 1098.31      56.7569]
880022: 3060.0, 2787.402 -- [  103.942  2683.46 ]
880051: 3060.0, 3059.995 -- [ 2761.04    298.955]
880074: 3060.0, 1588.7930000000001 -- [ 724.355  864.438]
880153: 3060.0, 2327.1476 -- [ 2287.12      40.0276]
880231: 3060.0, 3060.002 -- [  194.602  2865.4  ]
880487: 3060.0, 3059.9959999999996 -- [  316.066  2743.93 ]
880644: 3060.0, 2878.549 -- [  130.419  2748.13 ]
880690: 3060.0, 2491.398 -- [ 1787.63    703.768]
880696: 3060.0, 2915.549 -- [ 2789.4     126.149]
880700: 3060.0, 1705.405 -- [  508.445  1196.96 ]
880873: 3060.0, 2831.167 -- [ 2710.1     121.067]
880947: 3060.0, 1432.604 -- [  408.704  1023.9  ]
881132: 3060.0, 2069.428 -- [  524.888  1544.54 ]
881272: 3060.0, 3059.9990000000003 -- [ 2948.63    111.369]
881465: 3060.0, 2771.4900000000002 -- [ 2616.76   154.73]
881504: 3060.0, 3060.005 -- [ 2902.64    157.365]
881516: 3060.0, 2564.337 -- [  249.867  2314.47 ]
881525: 3060.0, 2826.3104000000003 -- [ 2803.3       23.0104]
881691: 3060.0, 1950.3907 -- [   95.6607  1854.73  ]
881806: 3060.0, 2804.3659000000002 -- [ 2720.11      84.2559]
881980: 3060.0, 2876.7335 -- [ 2855.75      20.9835]
882050: 3060.0, 2512.7700000000004 -- [ 2203.03   309.74]
882174: 3060.0, 2431.9809999999998 -- [ 2281.49    150.491]
882268: 3060.0, 2812.665 -- [  164.855  2647.81 ]
882287: 3060.0, 556.7791 -- [  14.4181  542.361 ]
882296: 3060.0, 2853.0317 -- [ 2829.96      23.0717]
882373: 3060.0, 2947.447 -- [ 2817.29    130.157]
882386: 3060.0, 3060.0009999999997 -- [ 2918.66    141.341]
882442: 3060.0, 3059.9970000000003 -- [  179.487  2880.51 ]
882509: 3060.0, 3060.0 -- [  340.28  2719.72]
882547: 3060.0, 3060.0040000000004 -- [  273.994  2786.01 ]
883117: 3060.0, 2467.645 -- [ 2365.71    101.935]
883200: 3060.0, 3060.0 -- [  213.97  2846.03]
883207: 3060.0, 1786.907 -- [  696.627  1090.28 ]
883273: 3060.0, 3060.004 -- [  349.544  2710.46 ]
883451: 3060.0, 2640.656 -- [  246.786  2393.87 ]
883461: 3060.0, 1659.416 -- [ 1552.02    107.396]
883866: 3060.0, 2854.3450000000003 -- [ 2321.94    177.773   354.632]
883911: 3060.0, 3060.0 -- [ 2914.45   145.55]
884170: 3060.0, 1914.89075 -- [ 1895.13       13.4901      6.27065]
884296: 3060.0, 2774.8793 -- [ 2749.83      25.0493]
884380: 3060.0, 2742.3197 -- [   43.8397  2698.48  ]
884386: 3060.0, 1844.328 -- [ 1528.48    315.848]
884525: 3060.0, 2067.4329 -- [ 2026.62      40.8129]
884530: 3060.0, 3059.999 -- [  170.009  2889.99 ]
884533: 3060.0, 2750.2559 -- [ 2724.53      25.7259]
884615: 3060.0, 3059.998 -- [  125.848  2934.15 ]
884640: 3060.0, 2638.508 -- [  107.048  2531.46 ]
884658: 3060.0, 3059.9967 -- [ 2966.76      93.2367]
884719: 3060.0, 2222.895 -- [ 2057.84    165.055]
884976: 3060.0, 705.2228 -- [ 615.815    89.4078]
885126: 3060.0, 2561.7075 -- [   16.0875  2545.62  ]
885201: 3060.0, 2009.01 -- [ 1856.85   152.16]
885434: 3060.0, 2732.2780000000002 -- [  463.378  2268.9  ]
885749: 3060.0, 709.894 -- [ 567.237  142.657]
885848: 3060.0, 3060.0 -- [ 1075.96  1984.04]
886036: 3060.0, 2039.4470000000001 -- [  142.227  1897.22 ]
886099: 3060.0, 1019.049 -- [ 322.812  696.237]
886379: 3060.0, 3060.004 -- [  142.414  2917.59 ]
886465: 3060.0, 1735.9952 -- [ 1492.25      11.4572   232.288 ]
886526: 3060.0, 1549.906 -- [  231.476  1318.43 ]
886707: 3060.0, 3060.0029999999997 -- [ 2883.39    176.613]
886960: 3060.0, 3060.004 -- [  219.364  2840.64 ]
887067: 3060.0, 2526.1519999999996 -- [ 2340.74    185.412]
887292: 3060.0, 361.4623 -- [ 306.158    55.3043]
887558: 3060.0, 348.338 -- [ 196.729  151.609]
887602: 3060.0, 3060.002 -- [  226.142  2833.86 ]
887663: 3060.0, 343.956 -- [ 144.943  199.013]
887760: 3060.0, 2197.192 -- [  157.062  2040.13 ]
887857: 3060.0, 1136.57 -- [ 263.213  873.357]
887894: 3060.0, 2769.51 -- [ 1026.79  1742.72]
887915: 3060.0, 2690.565 -- [   16.765  2673.8  ]
887984: 3060.0, 2415.2859999999996 -- [ 2293.22    122.066]
888090: 3060.0, 1994.1619999999998 -- [  346.792  1647.37 ]
888198: 3060.0, 1085.4568 -- [ 1061.04      24.4168]
888344: 3060.0, 2400.995 -- [  149.705  2251.29 ]
888423: 3060.0, 2959.4915 -- [   22.4315  2937.06  ]
888487: 3060.0, 3060.0009999999997 -- [ 2889.24    170.761]
888645: 3060.0, 3059.9950000000003 -- [  329.925  2730.07 ]
888718: 3060.0, 3060.0 -- [ 2705.95    238.264   115.786]
888835: 3060.0, 2705.384 -- [  238.404  2466.98 ]
888836: 3060.0, 2877.6402000000003 -- [   33.2202  2844.42  ]
888846: 3060.0, 3059.998 -- [ 2409.03    650.968]
889201: 3060.0, 2932.5269 -- [ 2896.72      35.8069]
889221: 3060.0, 211.03740000000002 -- [  58.2134  152.824 ]
889272: 3060.0, 3060.001 -- [ 2919.54    140.461]
889438: 3060.0, 626.457 -- [ 515.823  110.634]
889601: 3060.0, 2870.1009999999997 -- [ 2625.7     244.401]
889655: 3060.0, 2122.123 -- [ 1645.38    476.743]
889662: 3060.0, 2919.6214 -- [   45.0314  2874.59  ]
889745: 3060.0, 2436.825 -- [ 2225.68    211.145]
889785: 3060.0, 2866.4458 -- [ 2847.38      19.0658]
889812: 3060.0, 2291.4559 -- [ 2203.99      87.4659]
889839: 3060.0, 812.397 -- [ 696.524  115.873]
889956: 3060.0, 1465.549 -- [ 1074.05    391.499]
889957: 3060.0, 464.0075 -- [  94.4975  369.51  ]
890228: 3060.0, 1897.78 -- [  158.56  1739.22]
890240: 3060.0, 2670.87 -- [ 1154.8   1516.07]
890347: 3060.0, 3060.0029999999997 -- [ 2810.35    249.653]
890362: 3060.0, 3059.997 -- [  113.457  2946.54 ]
890442: 3060.0, 2711.3 -- [ 2466.05   245.25]
890702: 3060.0, 2219.105 -- [ 1718.21    500.895]
890915: 3060.0, 2507.88 -- [  889.29  1618.59]
890935: 3060.0, 1171.238 -- [ 428.156  743.082]
890966: 3060.0, 2819.5080000000003 -- [ 2501.07    318.438]
890997: 3060.0, 3060.0 -- [ 2923.76   136.24]
891041: 3060.0, 456.887 -- [ 122.409  334.478]
891054: 3060.0, 3059.999 -- [ 2794.73    265.269]
891248: 3060.0, 2771.811 -- [ 2609.51    162.301]
891275: 3060.0, 3060.0 -- [  123.16  2936.84]
891459: 3060.0, 2719.4990000000003 -- [  243.199  2476.3  ]
891464: 3060.0, 3060.0040000000004 -- [  194.974  2865.03 ]
891510: 3060.0, 1660.8490000000002 -- [  150.949  1509.9  ]
891652: 3060.0, 2353.0938 -- [   79.4238  2273.67  ]
891675: 3060.0, 3059.9950000000003 -- [  261.985  2798.01 ]
891844: 3060.0, 2938.7201 -- [ 2902.12      36.6001]
892011: 3060.0, 64.9725 -- [ 35.2391  29.7334]
892334: 3060.0, 3059.999 -- [  208.669  2851.33 ]
892370: 3060.0, 2283.2690000000002 -- [  924.719  1358.55 ]
892372: 3060.0, 3059.997 -- [  136.687  2923.31 ]
892393: 3060.0, 2832.716 -- [ 2684.43    148.286]
892461: 3060.0, 910.066 -- [ 247.523  662.543]
892571: 3060.0, 2908.6828 -- [ 2879.42      29.2628]
892647: 3060.0, 748.153 -- [ 567.679  180.474]
892703: 3060.0, 1578.391 -- [  217.761  1360.63 ]
892752: 3060.0, 2228.1000000000004 -- [ 1114.95  1113.15]
892818: 3060.0, 2661.9390000000003 -- [  377.289  2284.65 ]
892896: 3060.0, 2829.0694000000003 -- [   12.2894  2816.78  ]
893003: 3060.0, 3059.998 -- [  181.748  2878.25 ]
893423: 3060.0, 3059.996 -- [  205.906  2854.09 ]
893515: 3060.0, 3059.998 -- [ 2898.33    161.668]
893555: 3060.0, 928.0992 -- [ 867.668    60.4312]
893731: 3060.0, 2543.0512000000003 -- [ 2518.01      25.0412]
893939: 3060.0, 2392.0802400000002 -- [ 2383.65        8.43024]
893975: 3060.0, 3059.9970000000003 -- [ 2954.92    105.077]
